end_station_name,member_casual,end_lat,end_lng,total_trips
"N Shore Channel Trail & Argyle Ave",member,41.970001220703125,-87.69999694824219,1
"N Shore Channel Trail & Argyle St",casual,41.970001220703125,-87.69999694824219,279
"N Shore Channel Trail & Argyle St",member,41.970001220703125,-87.69999694824219,233
"N Southport Ave & W Newport Ave",casual,41.939998626708984,-87.66000366210938,299
"N Southport Ave & W Newport Ave",member,41.939998626708984,-87.66000366210938,326
"Nagle Ave & Belmont Ave",casual,41.939998626708984,-87.79000091552734,4
"Nagle Ave & Belmont Ave",member,41.939998626708984,-87.79000091552734,26
"Narragansett & Irving Park",casual,41.95000076293945,-87.79000091552734,126
"Narragansett & Irving Park",member,41.95000076293945,-87.79000091552734,191
"Narragansett & McLean",casual,41.91999816894531,-87.79000091552734,48
"Narragansett & McLean",member,41.91999816894531,-87.79000091552734,23
"Narragansett & Wrightwood",casual,41.93000030517578,-87.79000091552734,286
"Narragansett & Wrightwood",member,41.93000030517578,-87.79000091552734,189
"Narragansett Ave & Fullerton Ave",casual,41.91999816894531,-87.77999877929688,3
"Narragansett Ave & Fullerton Ave",member,41.91999816894531,-87.77999877929688,5
"Narragansett Ave & School St",casual,41.939998626708984,-87.79000091552734,101
"Narragansett Ave & School St",member,41.939998626708984,-87.79000091552734,34
"Neva Ave & Grand Ave",casual,41.91999816894531,-87.80000305175781,11
"Neva Ave & Grand Ave",member,41.91999816894531,-87.80000305175781,7
"New England Ave & Grace St",casual,41.95000076293945,-87.80000305175781,4
"New St & Illinois St",casual,41.89084578506208,-87.61861546791074,8823
"New St & Illinois St",member,41.89084463801622,-87.6186181539037,11115
"Newcastle Ave & Belden Ave",casual,41.91999816894531,-87.80000305175781,20
"Newcastle Ave & Belden Ave",member,41.91999816894531,-87.80000305175781,10
"Newcastle Ave & Belmont Ave",casual,41.939998626708984,-87.80000305175781,1
"Newcastle Ave & Wellington Ave",casual,41.93000030517578,-87.80000305175781,1
NewHastings,member,41.863826751708984,-87.68010711669922,3
"Newland Ave & Diversey Ave",casual,41.93000030517578,-87.80000305175781,2
"Noble St & Milwaukee Ave",casual,41.900680600449235,-87.6625976472566,2545
"Noble St & Milwaukee Ave",member,41.900680389585375,-87.66259732427476,5056
"Nordica & Medill",casual,41.91999816894531,-87.80000305175781,44
"Nordica & Medill",member,41.91999816894531,-87.80000305175781,27
"Nordica Ave & Addison St",casual,41.95000076293945,-87.80000305175781,2
"Normal Ave & 72nd St",casual,41.7599983215332,-87.63999938964844,1
"Normal Ave & Archer Ave",casual,41.849525451660156,-87.64059448242188,317
"Normal Ave & Archer Ave",member,41.849525466445805,-87.64059442327928,774
"North Ave & New England Ave",casual,41.90999984741211,-87.80000305175781,14
"North Ave & New England Ave",member,41.90999984741211,-87.80000305175781,25
"Oak Park & Wellington",casual,41.93000030517578,-87.80000305175781,85
"Oak Park & Wellington",member,41.93000030517578,-87.80000305175781,24
"Oakley Ave & Irving Park Rd",casual,41.9543417261887,-87.68608093261719,917
"Oakley Ave & Irving Park Rd",member,41.95434160025865,-87.68608081451511,1615
"Oakley Ave & Touhy Ave",casual,42.01234061401805,-87.68823977781453,279
"Oakley Ave & Touhy Ave",member,42.01234019134805,-87.68823955524078,323
"Ogden Ave & Chicago Ave",casual,41.89636215445765,-87.65405991307998,4012
"Ogden Ave & Chicago Ave",member,41.896362247984044,-87.65405972891318,6862
"Ogden Ave & Congress Pkwy",casual,41.8750114440918,-87.67327875981246,782
"Ogden Ave & Congress Pkwy",member,41.87501153414924,-87.67327880519535,2245
"Ogden Ave & Race Ave",casual,41.89179610830961,-87.65875280149567,3051
"Ogden Ave & Race Ave",member,41.89179615929553,-87.65875308254243,6057
"Ogden Ave & Roosevelt Rd",casual,41.86650093202668,-87.68469954700005,492
"Ogden Ave & Roosevelt Rd",member,41.86650088863512,-87.68469981355722,1229
"Oglesby Ave & 100th St",casual,41.71339690166971,-87.56584383093792,46
"Oglesby Ave & 100th St",member,41.713393562718444,-87.56584348176655,38
"Oglesby Ave & 95th St",member,41.720001220703125,-87.56999969482422,4
"Oketo Ave & Addison St",casual,41.939998626708984,-87.80999755859375,39
"Oketo Ave & Addison St",member,41.939998626708984,-87.80999755859375,10
"Oleander Ave & Addison St",casual,41.939998626708984,-87.81999969482422,2
"Olive Harvey College",casual,41.70957946777344,-87.5902328491211,6
"Olive Harvey College",member,41.70957946777344,-87.5902328491211,72
"Orange & Addison",casual,41.939998626708984,-87.81999969482422,87
"Orange & Addison",member,41.939998626708984,-87.81999969482422,81
"Orleans St & Chestnut St (NEXT Apts)",casual,41.898204476638654,-87.63753452581894,2988
"Orleans St & Chestnut St (NEXT Apts)",member,41.89820415794815,-87.63753363558848,5159
"Orleans St & Elm St",casual,41.90292346396614,-87.63771803595269,1621
"Orleans St & Elm St",member,41.9029228504839,-87.63771737193937,3084
"Orleans St & Hubbard St",casual,41.89002963256836,-87.63661900634766,2500
"Orleans St & Hubbard St",member,41.89002904599765,-87.63661809011164,5581
"Orleans St & Merchandise Mart Plaza",casual,41.888241828646315,-87.63638934596439,4065
"Orleans St & Merchandise Mart Plaza",member,41.88824030155758,-87.63639091436812,10425
"Orville T Bright School",casual,41.70000076293945,-87.55999755859375,1
"Ozark Ave & Addison St",casual,41.95000076293945,-87.81999969482422,3
"Ozark Ave & Addison St",member,41.95000076293945,-87.81999969482422,1
"Panama Ave & Grace St",casual,41.95000076293945,-87.83000183105469,19
"Panama Ave & Grace St",member,41.95000076293945,-87.83000183105469,3
"Park Manor Elementary School",casual,41.77000045776367,-87.61000061035156,1
"Park Manor Elementary School",member,41.77000045776367,-87.61000061035156,1
"Parkside Ave & Armitage Ave",casual,41.91999816894531,-87.7699966430664,5
"Parnell Ave & 103rd St",casual,41.709999084472656,-87.63999938964844,1
"Parnell Ave & 119th St",casual,41.68000030517578,-87.63999938964844,1
"Parnell Ave & 98th St",member,41.720001220703125,-87.63999938964844,1
"Paul Revere Elementary School",casual,41.7599983215332,-87.5999984741211,1
"Paulina Ave & North Ave",casual,41.909857532444455,-87.66993046820508,3293
"Paulina Ave & North Ave",member,41.90985670055102,-87.66993026521607,4683
"Paulina St & 18th St",casual,41.85790349809475,-87.66874656801234,1846
"Paulina St & 18th St",member,41.857902474636994,-87.66874640681901,2776
"Paulina St & Flournoy St",casual,41.87296043551698,-87.6691276145468,1225
"Paulina St & Flournoy St",member,41.87296298202278,-87.66912791855593,7287
"Paulina St & Howard St",casual,42.01915738268991,-87.67357638735413,707
"Paulina St & Howard St",member,42.01915697004737,-87.6735762433308,1640
"Paulina St & Montrose Ave",casual,41.961505840310814,-87.6713865390161,1231
"Paulina St & Montrose Ave",member,41.96150605639406,-87.67138404813221,2314
"Pawel Bialowas - Test- PBSC charging station",casual,41.864601135253906,-87.68099975585938,1
"Penn Elementary School / KIPP Ascend Middle School",casual,41.86000061035156,-87.72000122070312,1
"Peoria St & Jackson Blvd",casual,41.8776447001565,-87.64961576091513,4636
"Peoria St & Jackson Blvd",member,41.87764090563418,-87.64961852785183,11342
"Perry Ave & 108th Pl",casual,41.70000076293945,-87.62999725341797,1
"Perry Ave & 108th Pl",member,41.70000076293945,-87.62999725341797,3
"Perry Ave & 69th St",casual,41.76929453561997,-87.62819707746337,169
"Perry Ave & 69th St",member,41.76929473876953,-87.6281967163086,66
"Phillips Ave & 79th St",casual,41.751819682571124,-87.56520848304221,159
"Phillips Ave & 79th St",member,41.7518196105957,-87.5652084350586,132
"Phillips Ave & 83rd St",casual,41.744529724121094,-87.5650634765625,72
"Phillips Ave & 83rd St",member,41.744529724121094,-87.5650634765625,47
"Pine Grove Ave & Irving Park Rd",casual,41.95438379744079,-87.6480409236042,5216
"Pine Grove Ave & Irving Park Rd",member,41.954382756905154,-87.64804084709424,8476
"Pine Grove Ave & Waveland Ave",casual,41.94947385985596,-87.64645377455294,6997
"Pine Grove Ave & Waveland Ave",member,41.94947339793758,-87.64645382794532,10612
"Ping Tom Park (East)",casual,41.86000061035156,-87.62999725341797,80
"Ping Tom Park (East)",member,41.86000061035156,-87.62999725341797,103
"Piotrowski Park",casual,41.84000015258789,-87.7300033569336,1
"Pittsburgh Ave & Irving Park",casual,41.95000076293945,-87.83000183105469,2
"Plainfield & Irving Park",casual,41.95000076293945,-87.83000183105469,25
"Plainfield & Irving Park",member,41.95000076293945,-87.83000183105469,9
"Plainfield Ave & Irving Park Rd",casual,41.95000076293945,-87.83000183105469,2
"Prairie Ave & 43rd St",casual,41.81665810563618,-87.61941524515129,401
"Prairie Ave & 43rd St",member,41.81665812159431,-87.61941517034226,338
"Prairie Ave & 47th St - midblock",casual,41.810001373291016,-87.62000274658203,10
"Prairie Ave & 47th St - midblock",member,41.810001373291016,-87.62000274658203,9
"Prairie Ave & Garfield Blvd",casual,41.79482592893451,-87.6186980201064,534
"Prairie Ave & Garfield Blvd",member,41.79484579200569,-87.61869261195217,651
"Princeton Ave & 43rd St",casual,41.81999969482422,-87.62999725341797,2
"Princeton Ave & 47th St",casual,41.80931854248047,-87.6334457397461,242
"Princeton Ave & 47th St",member,41.809318485966436,-87.63344588103118,270
"Princeton Ave & Garfield Blvd",casual,41.79498291015625,-87.63312530517578,155
"Princeton Ave & Garfield Blvd",member,41.79498291015625,-87.63312530517578,159
"Prospect Sq & 91st St",casual,41.728229688561484,-87.66752790368122,138
"Prospect Sq & 91st St",member,41.72822792585506,-87.66752890653389,43
"Pubic Rack - Pulaski Rd & 41st",casual,41.81999969482422,-87.72000122070312,9
"Public  Rack - Albany Ave & 63rd St",member,41.779998779296875,-87.69999694824219,9
"Public Rack - 10557 S Western Ave",casual,41.70000076293945,-87.68000030517578,4
"Public Rack - 111th St - Morgan Park Metra",casual,41.689998626708984,-87.66999816894531,2
"Public Rack - 111th St - Morgan Park Metra",member,41.689998626708984,-87.66999816894531,1
"Public Rack - 532 E 43rd St",casual,41.81999969482422,-87.61000061035156,7
"Public Rack - 532 E 43rd St",member,41.81999969482422,-87.61000061035156,1
"Public Rack - 53rd St & Indiana Ave",casual,41.79999923706055,-87.62000274658203,1
"Public Rack - 63rd & Western Ave N",member,41.779998779296875,-87.68000030517578,1
"Public Rack - 83rd St (Avalon Park) Metra",member,41.7400016784668,-87.5999984741211,1
"Public Rack - Abbott Park",casual,41.720001220703125,-87.62000274658203,2
"Public Rack - Ada St & 79th St",casual,41.75,-87.66000366210938,1
"Public Rack - Albany Ave & 111th St - NW",member,41.689998626708984,-87.69999694824219,1
"Public Rack - Ashland Ave & 45th St",casual,41.810001373291016,-87.66000366210938,6
"Public Rack - Ashland Ave & 45th St",member,41.810001373291016,-87.66000366210938,1
"Public Rack - Ashland Ave & 63rd St",casual,41.779998779296875,-87.66000366210938,2
"Public Rack - Ashland Ave & 71st St",member,41.77000045776367,-87.66000366210938,2
"Public Rack - Ashland Ave & 83rd St",casual,41.7400016784668,-87.66000366210938,5
"Public Rack - Ashland Ave & 91st St",casual,41.72999954223633,-87.66000366210938,6
"Public Rack - Ashland Ave & 91st St",member,41.72999954223633,-87.66000366210938,1
"Public Rack - Austin Ave & Roscoe St",casual,41.939998626708984,-87.77999877929688,12
"Public Rack - Austin Ave & Roscoe St",member,41.939998626708984,-87.77999877929688,28
"Public Rack - Austin Ave & Wellington Ave",casual,41.939998626708984,-87.77999877929688,2
"Public Rack - Austin Ave & Wellington Ave",member,41.939998626708984,-87.77999877929688,1
"Public Rack - Austin Ave & Wellington Ave - midblock",casual,41.939998626708984,-87.77999877929688,3
"Public Rack - Austin Ave & Wellington Ave - midblock",member,41.939998626708984,-87.77999877929688,1
"Public Rack - Austin Ave & Wrightwood Ave",casual,41.93000030517578,-87.77999877929688,20
"Public Rack - Austin Ave & Wrightwood Ave",member,41.93000030517578,-87.77999877929688,9
"Public Rack - Austin Blvd & North Ave",casual,41.90999984741211,-87.77999877929688,3
"Public Rack - Austin Blvd & North Ave",member,41.90999984741211,-87.77999877929688,4
"Public Rack - Austin Branch Chicago Public Library",member,41.88999938964844,-87.7699966430664,1
"Public Rack - Ave L & 105th St",casual,41.70000076293945,-87.54000091552734,1
"Public Rack - Avers Ave & Archer Ave",casual,41.79999923706055,-87.72000122070312,2
"Public Rack - Avers Ave & Irving Park Rd",casual,41.95000076293945,-87.72000122070312,15
"Public Rack - Avers Ave & Irving Park Rd",member,41.95000076293945,-87.72000122070312,54
"Public Rack - Avers Ave & Ogden Ave",casual,41.849998474121094,-87.72000122070312,17
"Public Rack - Avers Ave & Ogden Ave",member,41.849998474121094,-87.72000122070312,10
"Public Rack - Avondale Ave & Addison St",casual,41.95000076293945,-87.72000122070312,14
"Public Rack - Avondale Ave & Addison St",member,41.95000076293945,-87.72000122070312,24
"Public Rack - Baltimore Ave & 132nd St",casual,41.65999984741211,-87.55000305175781,1
"Public Rack - Bishop St & 81st St",casual,41.75,-87.66000366210938,1
"Public Rack - Brainerd Park",casual,41.72999954223633,-87.6500015258789,1
"Public Rack - Brainerd Park",member,41.72999954223633,-87.6500015258789,12
"Public Rack - Brandon Ave & 91st St",member,41.72999954223633,-87.55000305175781,2
"Public Rack - Buffalo Ave & 89th St",member,41.72999954223633,-87.54000091552734,1
"Public Rack - Burnside Academy",member,41.72999954223633,-87.61000061035156,1
"Public Rack - California Ave & Cortez St",casual,41.900001525878906,-87.69999694824219,106
"Public Rack - California Ave & Cortez St",member,41.900001525878906,-87.69999694824219,67
"Public Rack - California Ave & Devon Ave - NE",casual,42,-87.69999694824219,7
"Public Rack - California Ave & Devon Ave - NE",member,42,-87.69999694824219,12
"Public Rack - California Ave & Devon Ave - NW",casual,42,-87.69999694824219,14
"Public Rack - California Ave & Devon Ave - NW",member,42,-87.69999694824219,15
"Public Rack - California Ave & Ogden Ave",casual,41.86000061035156,-87.69999694824219,32
"Public Rack - California Ave & Ogden Ave",member,41.86000061035156,-87.69999694824219,6
"Public Rack - California Ave & Pershing Rd",casual,41.81999969482422,-87.69999694824219,1
"Public Rack - California Ave & Pershing Rd",member,41.81999969482422,-87.69666544596355,3
"Public Rack - California Ave & Touhy Ave - NW",casual,42.0099983215332,-87.69999694824219,7
"Public Rack - California Ave & Touhy Ave - NW",member,42.0099983215332,-87.69999694824219,28
"Public Rack - California Ave & Touhy Ave - SW",casual,42.0099983215332,-87.69999694824219,2
"Public Rack - California Ave & Touhy Ave - SW",member,42.0099983215332,-87.69999694824219,2
"Public Rack - Calumet Ave & 51st St",casual,41.79999923706055,-87.62000274658203,10
"Public Rack - Calumet Ave & 51st St",member,41.79999923706055,-87.62000274658203,14
"Public Rack - Campbell Ave & Pratt Blvd",casual,42.0099983215332,-87.69000244140625,13
"Public Rack - Campbell Ave & Pratt Blvd",member,42.0099983215332,-87.69000244140625,18
"Public Rack - Central Ave & Corcoran Pl",casual,41.88999938964844,-87.7699966430664,2
"Public Rack - Central Ave & Corcoran Pl",member,41.88999938964844,-87.7699966430664,3
"Public Rack - Central Ave & George St",casual,41.93000030517578,-87.7699966430664,12
"Public Rack - Central Ave & George St",member,41.93000030517578,-87.7699966430664,4
"Public Rack - Central Ave & North Ave",casual,41.90999984741211,-87.7699966430664,9
"Public Rack - Central Ave & North Ave",member,41.90999984741211,-87.7699966430664,1
"Public Rack - Central Park Ave & 16th St",casual,41.86000061035156,-87.72000122070312,1
"Public Rack - Central Park Ave & Fillmore St",casual,41.869998931884766,-87.72000122070312,2
"Public Rack - Central Park Ave & Fillmore St",member,41.869998931884766,-87.72000122070312,5
"Public Rack - Central Park Ave & Fulton Blvd",casual,41.88999938964844,-87.72000122070312,2
"Public Rack - Central Park Ave & Ogden Ave",casual,41.849998474121094,-87.72000122070312,6
"Public Rack - Central Park Ave & Ogden Ave",member,41.849998474121094,-87.72000122070312,2
"Public Rack - Champlain Ave & 134th St",casual,41.65999984741211,-87.61000061035156,1
"Public Rack - Champlain Ave & 65th St",casual,41.779998779296875,-87.61000061035156,7
"Public Rack - Champlain Ave & 65th St",member,41.779998779296875,-87.61000061035156,2
"Public Rack - Chappel Ave & 71st St",casual,41.77000045776367,-87.58000183105469,1
"Public Rack - Chase Ave & Touhy Ave - NE",casual,42.0099983215332,-87.69000244140625,7
"Public Rack - Chase Ave & Touhy Ave - NE",member,42.0099983215332,-87.69000244140625,7
"Public Rack - Chase Ave & Touhy Ave - NW",casual,42.0099983215332,-87.69000244140625,2
"Public Rack - Chase Ave & Touhy Ave - NW",member,42.0099983215332,-87.69000244140625,2
"Public Rack - Chopin Park",casual,41.939998626708984,-87.76000213623047,20
"Public Rack - Chopin Park",member,41.939998626708984,-87.76000213623047,16
"Public Rack - Christiana Ave & 111th St",casual,41.689998626708984,-87.69999694824219,1
"Public Rack - Christiana Ave & 55th St",member,41.790000915527344,-87.70999908447266,1
"Public Rack - Christiana Ave & Archer Ave",casual,41.810001373291016,-87.70999908447266,1
"Public Rack - Christiana Ave & Archer Ave",member,41.810001373291016,-87.70999908447266,12
"Public Rack - Christiana Ave & Belmont Ave",casual,41.939998626708984,-87.70999908447266,101
"Public Rack - Christiana Ave & Belmont Ave",member,41.939998626708984,-87.70999908447266,58
"Public Rack - Christiana Ave & Bryn Mawr Ave",casual,41.97999954223633,-87.70999908447266,5
"Public Rack - Christiana Ave & Bryn Mawr Ave",member,41.97999954223633,-87.70999908447266,3
"Public Rack - Christiana Ave & Lawrence Ave",casual,41.970001220703125,-87.70999908447266,23
"Public Rack - Christiana Ave & Lawrence Ave",member,41.970001220703125,-87.70999908447266,21
"Public Rack - Cicero Ave & Altgeld St",casual,41.93000030517578,-87.75,17
"Public Rack - Cicero Ave & Altgeld St",member,41.93000030517578,-87.75,4
"Public Rack - Cicero Ave & Cortland St - midblock",casual,41.91999816894531,-87.75,18
"Public Rack - Cicero Ave & Cortland St - midblock",member,41.91999816894531,-87.75,2
"Public Rack - Cicero Ave & Le Moyne St - midblock",casual,41.90999984741211,-87.75,1
"Public Rack - Cicero Ave & Le Moyne St - midblock",member,41.90999984741211,-87.75,4
"Public Rack - Cicero Ave & North Ave",casual,41.90999984741211,-87.75,7
"Public Rack - Cicero Ave & North Ave",member,41.90999984741211,-87.75,9
"Public Rack - Cicero Ave & Roscoe St",casual,41.939998626708984,-87.75,16
"Public Rack - Cicero Ave & Roscoe St",member,41.939998626708984,-87.75,28
"Public Rack - Cicero Ave & Wellington Ave",casual,41.939998626708984,-87.75,14
"Public Rack - Cicero Ave & Wellington Ave",member,41.939998626708984,-87.75,10
"Public Rack - Cicero Ave & Wrightwood Ave",casual,41.93000030517578,-87.75,60
"Public Rack - Cicero Ave & Wrightwood Ave",member,41.93000030517578,-87.75,74
"Public Rack - Clyde Ave & 87th St",casual,41.7400016784668,-87.56999969482422,1
"Public Rack - Colfax Ave & 83rd St",casual,41.7400016784668,-87.55999755859375,9
"Public Rack - Cornell Ave & 87th Pl",casual,41.7400016784668,-87.58000183105469,3
"Public Rack - Cottage Grove & 85th St",member,41.7400016784668,-87.5999984741211,1
"Public Rack - Cottage Grove & 86th St",casual,41.7400016784668,-87.5999984741211,1
"Public Rack - Cottage Grove Ave & 87th St",member,41.7400016784668,-87.61000061035156,4
"Public Rack - Cottage Grove Ave & 89th Pl",casual,41.72999954223633,-87.5999984741211,1
"Public Rack - Cottage Grove Ave & 92nd St",member,41.72999954223633,-87.5999984741211,2
"Public Rack - Cottage Grove Ave & 98th St",casual,41.720001220703125,-87.5999984741211,1
"Public Rack - Crandon Ave & 80th St",casual,41.75,-87.56999969482422,1
"Public Rack - Damen Ave & 47th St",casual,41.810001373291016,-87.68000030517578,1
"Public Rack - Division St & Christiana Ave",casual,41.900001525878906,-87.70999908447266,1
"Public Rack - Division St & Christiana Ave",member,41.900001525878906,-87.70999908447266,1
"Public Rack - Drake Ave & Leland Ave",casual,41.970001220703125,-87.72000122070312,17
"Public Rack - Drake Ave & Leland Ave",member,41.970001220703125,-87.72000122070312,12
"Public Rack - East End Ave & 75th St",member,41.7599983215332,-87.58000183105469,1
"Public Rack - East End Ave & 87th St",member,41.7400016784668,-87.58000183105469,1
"Public Rack - Eberhart Ave & 61st St",casual,41.779998779296875,-87.61000061035156,6
"Public Rack - Eberhart Ave & 61st St",member,41.779998779296875,-87.61000061035156,4
"Public Rack - Eggleston Ave & 115th St",casual,41.68499946594238,-87.62999725341797,4
"Public Rack - Eli Whitney Public School",casual,41.84000015258789,-87.7300033569336,42
"Public Rack - Eli Whitney Public School",member,41.84000015258789,-87.7300033569336,2
"Public Rack - Emerald Ave & 43rd St",casual,41.81999969482422,-87.63999938964844,1
"Public Rack - Evans Ave & 63rd St",casual,41.779998779296875,-87.61000061035156,1
"Public Rack - Evans Ave & 63rd St",member,41.779998779296875,-87.61000061035156,19
"Public Rack - Ewing Ave & 102nd St",casual,41.709999084472656,-87.54000091552734,1
"Public Rack - Ewing Ave & 105th St",casual,41.70000076293945,-87.54000091552734,1
"Public Rack - Ewing Ave & 106th St",casual,41.70000076293945,-87.54000091552734,1
"Public Rack - Ewing Ave & 106th St",member,41.70000076293945,-87.54000091552734,1
"Public Rack - Ewing Ave & 106th St NW",member,41.70000076293945,-87.54000091552734,1
"Public Rack - Ewing Ave & 107th St",casual,41.70000076293945,-87.54000091552734,2
"Public Rack - Ewing Ave & 95th St",casual,41.720001220703125,-87.54000091552734,1
"Public Rack - Ewing Ave & 96th St N",casual,41.720001220703125,-87.54000091552734,2
"Public Rack - Exchange Ave & 73rd Pl",casual,41.7599983215332,-87.55999755859375,4
"Public Rack - Exchange Ave & 73rd Pl",member,41.7599983215332,-87.55999755859375,6
"Public Rack - Fairfield Ave & 63rd St",casual,41.779998779296875,-87.69000244140625,1
"Public Rack - Fairfield Ave & 63rd St",member,41.779998779296875,-87.69000244140625,13
"Public Rack - Forrestville Ave & 47th St",casual,41.810001373291016,-87.61000061035156,1
"Public Rack - Forrestville Ave & 47th St",member,41.810001373291016,-87.61000061035156,1
"Public Rack - Foster Ave & Drake Ave",casual,41.97999954223633,-87.72000122070312,2
"Public Rack - Foster Ave & Drake Ave",member,41.97999954223633,-87.72000122070312,3
"Public Rack - Francisco Ave & Touhy Ave",casual,42.0099983215332,-87.69999694824219,5
"Public Rack - Francisco Ave & Touhy Ave",member,42.0099983215332,-87.69999694824219,1
"Public Rack - Fullerton Ave & Lavergne Ave",casual,41.91999816894531,-87.75,1
"Public Rack - Fullerton Ave & Lavergne Ave",member,41.91999816894531,-87.75,6
"Public Rack - Fullerton Ave & Narragansett Ave",casual,41.91999816894531,-87.79000091552734,24
"Public Rack - Fullerton Ave & Narragansett Ave",member,41.91999816894531,-87.79000091552734,13
"Public Rack - Garfield Park Conservatory",casual,41.88999938964844,-87.72000122070312,2
"Public Rack - Grand Ave & Lawndale Ave",casual,41.900001525878906,-87.72000122070312,1
"Public Rack - Grand Ave & North Ave",casual,41.90999984741211,-87.7300033569336,14
"Public Rack - Grand Ave & North Ave",member,41.90999984741211,-87.7300033569336,7
"Public Rack - Green St & 103rd St",casual,41.709999084472656,-87.63999938964844,1
"Public Rack - Green St & 103rd St",member,41.709999084472656,-87.63999938964844,1
"Public Rack - Greenwood Ave & Lake Park Ave",casual,41.81999969482422,-87.5999984741211,5
"Public Rack - Greenwood Ave & Lake Park Ave",member,41.81999969482422,-87.5999984741211,6
"Public Rack - Halsted St & 63rd St",casual,41.779998779296875,-87.63999938964844,1
"Public Rack - Halsted St & 63rd St",member,41.779998779296875,-87.63999938964844,1
"Public Rack - Halsted St & 64th St",member,41.779998779296875,-87.63999938964844,2
"Public Rack - Halsted St & 95th St - SE",member,41.720001220703125,-87.63999938964844,1
"Public Rack - Halsted St & 95th St - SW",member,41.720001220703125,-87.63999938964844,2
"Public Rack - Hamilton Ave & 95th St",casual,41.720001220703125,-87.68000030517578,1
"Public Rack - Hamlin Ave & Chicago Ave",casual,41.900001525878906,-87.72000122070312,10
"Public Rack - Hamlin Ave & Chicago Ave",member,41.900001525878906,-87.72000122070312,1
"Public Rack - Hamlin Ave & Fullerton Ave",casual,41.91999816894531,-87.72000122070312,67
"Public Rack - Hamlin Ave & Fullerton Ave",member,41.91999816894531,-87.72000122070312,134
"Public Rack - Hamlin Ave & Grand Ave",casual,41.900001525878906,-87.72000122070312,46
"Public Rack - Hamlin Ave & Grand Ave",member,41.900001525878906,-87.72000122070312,5
"Public Rack - Hamlin Ave & Madison St",casual,41.880001068115234,-87.72000122070312,3
"Public Rack - Hamlin Ave & Madison St",member,41.880001068115234,-87.72000122070312,3
"Public Rack - Hamlin Ave & Montrose Ave",casual,41.959999084472656,-87.72000122070312,39
"Public Rack - Hamlin Ave & Montrose Ave",member,41.959999084472656,-87.72000122070312,76
"Public Rack - Harding Ave & 47th St",casual,41.810001373291016,-87.72000122070312,1
"Public Rack - Harold Washington Park",casual,41.79999923706055,-87.58000183105469,9
"Public Rack - Harold Washington Park",member,41.79999923706055,-87.58000183105469,10
"Public Rack - Harriet E Sayre Public School",member,41.90999984741211,-87.80000305175781,2
"Public Rack - Harvey Ave & North Ave",casual,41.90999984741211,-87.77999877929688,2
"Public Rack - Harvey Ave & North Ave",member,41.90999984741211,-87.77999877929688,2
"Public Rack - Hiawatha Park",casual,41.939998626708984,-87.83000183105469,3
"Public Rack - Homan Ave & 111th St",casual,41.689998626708984,-87.70999908447266,1
"Public Rack - Homan Ave & 26th St",casual,41.84000015258789,-87.70999908447266,5
"Public Rack - Homan Ave & Lake St",casual,41.880001068115234,-87.70999908447266,1
"Public Rack - Homan Ave & Roosevelt",member,41.869998931884766,-87.70999908447266,2
"Public Rack - Hoyne Ave & 110th Pl",casual,41.689998626708984,-87.66999816894531,1
"Public Rack - Hoyne Ave & 110th Pl",member,41.689998626708984,-87.66999816894531,6
"Public Rack - Hoyne Ave & 51st St",casual,41.79999923706055,-87.68000030517578,2
"Public Rack - Hyde Park Blvd & 53rd St",casual,41.79999923706055,-87.58000183105469,2
"Public Rack - Hyde Park Blvd & 53rd St",member,41.79999923706055,-87.58000183105469,8
"Public Rack - Hyde Park Blvd & 55th St",casual,41.79999923706055,-87.58000183105469,4
"Public Rack - Hyde Park Blvd & 55th St",member,41.79999923706055,-87.58000183105469,11
"Public Rack - Independence Blvd & Roosevelt",member,41.869998931884766,-87.72000122070312,1
"Public Rack - Jeffery Blvd & 81st St",casual,41.75,-87.58000183105469,3
"Public Rack - Jeffery Blvd & 83rd St",member,41.7400016784668,-87.56999969482422,1
"Public Rack - Jeffrey Blvd & 71st St",casual,41.77000045776367,-87.58000183105469,1
"Public Rack - Jensen Park",casual,41.96055475870768,-87.72000122070312,18
"Public Rack - Jensen Park",member,41.959999084472656,-87.72000122070312,34
"Public Rack - Jonathan Y Scammon Public School",casual,41.939998626708984,-87.7300033569336,43
"Public Rack - Jonathan Y Scammon Public School",member,41.939998626708984,-87.7300033569336,5
"Public Rack - Karlov Ave & 26th St",casual,41.84000015258789,-87.7300033569336,4
"Public Rack - Karlov Ave & Kamerling Ave",casual,41.90999984741211,-87.7300033569336,36
"Public Rack - Karlov Ave & Kamerling Ave",member,41.90999984741211,-87.7300033569336,33
"Public Rack - Karlov Ave & Milwaukee Ave",casual,41.939998626708984,-87.7300033569336,15
"Public Rack - Karlov Ave & Milwaukee Ave",member,41.939998626708984,-87.7300033569336,12
"Public Rack - Kedvale Ave & 26th St",casual,41.84000015258789,-87.7300033569336,2
"Public Rack - Kedvale Ave & 26th St",member,41.84000015258789,-87.7300033569336,1
"Public Rack - Kedvale Ave & 63rd St",casual,41.779998779296875,-87.7300033569336,1
"Public Rack - Kedvale Ave & 63rd St W",member,41.779998779296875,-87.7300033569336,1
"Public Rack - Kedvale Ave & Addison St",casual,41.95000076293945,-87.7300033569336,6
"Public Rack - Kedvale Ave & Addison St",member,41.95000076293945,-87.7300033569336,4
