end_station_name,member_casual,end_lat,end_lng,total_trips
"Dusable Harbor",member,41.886974228812214,-87.61281582992437,5367
"DuSable Lake Shore Dr & Belmont Ave",casual,41.94077666150948,-87.63919071746547,9616
"DuSable Lake Shore Dr & Belmont Ave",member,41.940776536282705,-87.63919074421463,9105
"DuSable Lake Shore Dr & Diversey Pkwy",casual,41.93258669967152,-87.63642887346732,9617
"DuSable Lake Shore Dr & Diversey Pkwy",member,41.93258668274497,-87.63642881290674,11007
"DuSable Lake Shore Dr & Monroe St",casual,41.880957537257466,-87.61674472349111,28453
"DuSable Lake Shore Dr & Monroe St",member,41.88095881960101,-87.61674500281431,9912
"DuSable Lake Shore Dr & North Blvd",casual,41.911720277855196,-87.62680054714285,25093
"DuSable Lake Shore Dr & North Blvd",member,41.911720240932794,-87.62680057154903,15064
"DuSable Lake Shore Dr & Ohio St",casual,41.89243177088296,-87.6145330289515,82
"DuSable Lake Shore Dr & Ohio St",member,41.892541768164605,-87.61461251541223,179
"DuSable Lake Shore Dr & Wellington Ave",casual,41.93668773464875,-87.63682550740786,8459
"DuSable Lake Shore Dr & Wellington Ave",member,41.93668135592812,-87.63683093839329,9880
"DuSable Museum",casual,41.791568756103516,-87.60784912109375,339
"DuSable Museum",member,41.791568494746706,-87.60784918782315,686
"East End Ave & 75th St",casual,41.7599983215332,-87.58000183105469,1
"East End Ave & 87th St",casual,41.73685945046915,-87.58276398117478,74
"East End Ave & 87th St",member,41.73694641736089,-87.58268753363161,49
"Eastlake Ter & Howard St",casual,42.019203186035156,-87.664306640625,64
"Eastlake Ter & Howard St",member,42.019203186035156,-87.664306640625,121
"Eastlake Ter & Rogers Ave",casual,42.020815486201535,-87.6650239054362,675
"Eastlake Ter & Rogers Ave",member,42.02080861541912,-87.66502093412717,1114
"Eberhart Ave & 131st St",casual,41.65841293334961,-87.61071014404297,46
"Eberhart Ave & 131st St",member,41.65841293334961,-87.61071014404297,6
"Eberhart Ave & 61st St",casual,41.78408057817066,-87.6143469774086,262
"Eberhart Ave & 61st St",member,41.7840817182492,-87.61431642190004,195
"Eberhart Ave & 91st St",casual,41.729286193847656,-87.61103057861328,70
"Eberhart Ave & 91st St",member,41.729286193847656,-87.61103057861328,32
"Eckhart Park",casual,41.89637381229877,-87.6609800646344,3243
"Eckhart Park",member,41.89637376288855,-87.6609799468798,5137
"Eggleston Ave & 115th St",casual,41.68000030517578,-87.62999725341797,2
"Eggleston Ave & 69th St",casual,41.768898010253906,-87.63587951660156,74
"Eggleston Ave & 69th St",member,41.768898010253906,-87.63587951660156,23
"Eggleston Ave & 92nd St",casual,41.727673580772,-87.63463662800037,76
"Eggleston Ave & 92nd St",member,41.727577209472656,-87.63482666015625,3
"Eli Whitney Public School",casual,41.84000015258789,-87.7300033569336,10
"Elizabeth (May) St & Fulton St",casual,41.88661538667382,-87.65804587584871,1478
"Elizabeth (May) St & Fulton St",member,41.88661596678788,-87.65804394430513,3393
"Elizabeth St & 47th St",casual,41.80839157104492,-87.65652465820312,59
"Elizabeth St & 47th St",member,41.8083936791671,-87.65652626439145,38
"Elizabeth St & 59th St",casual,41.789695739746094,-87.65470123291016,29
"Elizabeth St & 59th St",member,41.789695739746094,-87.65470123291016,10
"Elizabeth St & 92nd St",casual,41.72679901123047,-87.65428924560547,90
"Elizabeth St & 92nd St",member,41.72679901123047,-87.65428924560547,86
"Elizabeth St & Fulton St",casual,41.88671112060547,-87.65966033935547,305
"Elizabeth St & Fulton St",member,41.88671112060547,-87.65966033935547,714
"Ellis Ave & 132nd Pl",casual,41.65999984741211,-87.5999984741211,3
"Ellis Ave & 53rd St",casual,41.79933552586755,-87.6009598204147,1075
"Ellis Ave & 53rd St",member,41.79933544261032,-87.60095984465885,4110
"Ellis Ave & 55th St",casual,41.79430013918869,-87.60144796521068,3251
"Ellis Ave & 55th St",member,41.79429999564538,-87.60144808551371,13855
"Ellis Ave & 58th St",casual,41.78874588649185,-87.60133368605634,1798
"Ellis Ave & 58th St",member,41.78874595186239,-87.60133357542806,7498
"Ellis Ave & 60th St",casual,41.78509883718823,-87.60107422234537,4244
"Ellis Ave & 60th St",member,41.785099321077304,-87.6010742196491,16971
"Ellis Ave & 83rd St",casual,41.74412336253157,-87.59903840344361,99
"Ellis Ave & 83rd St",member,41.74412155151367,-87.59903717041016,40
"Elmwood Ave & Austin St",casual,42.02578336332381,-87.68410490096048,413
"Elmwood Ave & Austin St",member,42.025783817942546,-87.6841049194336,656
"Elston Ave & Cortland St",casual,41.916435138664056,-87.66674818585267,3184
"Elston Ave & Cortland St",member,41.91643562683692,-87.66674792155241,4992
"Elston Ave & George St",casual,41.93000030517578,-87.69000244140625,451
"Elston Ave & George St",member,41.93000030517578,-87.69000244140625,482
"Elston Ave & Henderson St",casual,41.939998626708984,-87.69999694824219,219
"Elston Ave & Henderson St",member,41.939998626708984,-87.69999694824219,219
"Elston Ave & Wabansia Ave",casual,41.912916806502466,-87.66416027757705,1396
"Elston Ave & Wabansia Ave",member,41.91291877230008,-87.66416898171107,1920
"Emerald Ave & 28th St",casual,41.84357849072421,-87.64537070242412,627
"Emerald Ave & 28th St",member,41.84357842246255,-87.64537080351289,2002
"Emerald Ave & 31st St",casual,41.838199594419464,-87.64514184223741,1268
"Emerald Ave & 31st St",member,41.838199725024815,-87.64514152542394,4910
"Emerald Ave & 43rd St",casual,41.81999969482422,-87.63999938964844,4
"Emerald Ave & 43rd St",member,41.81999969482422,-87.63999938964844,2
"Emerald Ave & 45th St",casual,41.810001373291016,-87.63999938964844,1
"Emerald Ave & 45th St",member,41.810001373291016,-87.63999938964844,1
"Evans Ave & 63rd St",member,41.779998779296875,-87.61000061035156,3
"Evans Ave & 75th St",casual,41.75849151611328,-87.60640716552734,64
"Evans Ave & 75th St",member,41.75849151611328,-87.60640716552734,89
"Evanston Civic Center",casual,42.057044982910156,-87.68655395507812,485
"Evanston Civic Center",member,42.057045310925524,-87.6865542830935,628
"Ewing Ave & 101st St",casual,41.709999084472656,-87.54000091552734,2
"Ewing Ave & 101st St",member,41.709999084472656,-87.54000091552734,1
"Ewing Ave & 105th St",member,41.70000076293945,-87.54000091552734,1
"Ewing Ave & 106th St",casual,41.70000076293945,-87.54000091552734,1
"Ewing Ave & 106th St",member,41.70000076293945,-87.54000091552734,1
"Ewing Ave & 112th St",casual,41.689998626708984,-87.52999877929688,3
"Ewing Ave & 96th St",casual,41.720001220703125,-87.54000091552734,2
"Ewing Ave & 96th St",member,41.720001220703125,-87.54000091552734,2
"Ewing Ave & 99th St",member,41.720001220703125,-87.54000091552734,1
"Ewing Ave & Burnham Greenway",casual,41.71274948120117,-87.5348129272461,72
"Ewing Ave & Burnham Greenway",member,41.71274948120117,-87.5348129272461,43
"Ewing Ave & Indianapolis Ave",casual,41.709999084472656,-87.54000091552734,1
"Exchange Ave & 79th St",casual,41.751731872558594,-87.55281066894531,88
"Exchange Ave & 79th St",member,41.751732944663054,-87.55281081854129,153
"Fairbanks Ct & Grand Ave",casual,41.891845981627554,-87.62058306528134,8232
"Fairbanks Ct & Grand Ave",member,41.8918451439968,-87.62058405654463,10152
"Fairbanks St & Superior St",casual,41.8957474060204,-87.62010339352561,2099
"Fairbanks St & Superior St",member,41.895747307292574,-87.62010768134866,5549
"Fairfield Ave & 44th St",casual,41.810001373291016,-87.69000244140625,54
"Fairfield Ave & 44th St",member,41.810001373291016,-87.69000244140625,28
"Fairfield Ave & Roosevelt Rd",casual,41.86662304173027,-87.69451913066294,261
"Fairfield Ave & Roosevelt Rd",member,41.86664041814445,-87.69447368158954,239
"Federal St & Polk St",casual,41.87207896340061,-87.62954672289567,5680
"Federal St & Polk St",member,41.872079119855876,-87.62954687468421,11017
"Field Blvd & South Water St",casual,41.88634741805451,-87.61751308482407,5087
"Field Blvd & South Water St",member,41.88634702643058,-87.61750956708221,6239
"Field Museum",casual,41.86531063464174,-87.61786718538298,5449
"Field Museum",member,41.86531064243902,-87.61786808881998,1727
"Financial Pl & Ida B Wells Dr",casual,41.87502278479259,-87.63309385707862,1771
"Financial Pl & Ida B Wells Dr",member,41.875023246778724,-87.63309441012909,5053
"Forrestville Ave & 47th St",casual,41.810001373291016,-87.61000061035156,1
"Forrestville Ave & 47th St",member,41.810001373291016,-87.61000061035156,5
"Fort Dearborn Dr & 31st St",casual,41.83855435449282,-87.6082152943242,4249
"Fort Dearborn Dr & 31st St",member,41.83855438232422,-87.60821533203125,3940
"Francisco Ave & 47th St",casual,41.810001373291016,-87.69999694824219,129
"Francisco Ave & 47th St",member,41.810001373291016,-87.69999694824219,13
"Francisco Ave & Bloomingdale Ave",casual,41.90999984741211,-87.69999694824219,174
"Francisco Ave & Bloomingdale Ave",member,41.90999984741211,-87.69999694824219,251
"Francisco Ave & Foster Ave",casual,41.97563173028626,-87.70141604846314,697
"Francisco Ave & Foster Ave",member,41.97563154092756,-87.70141683270208,1522
"Francisco Ave & Hollywood Ave",casual,41.97999954223633,-87.69999694824219,43
"Francisco Ave & Hollywood Ave",member,41.97999954223633,-87.69999694824219,16
"Francisco Ave & Montrose Ave",casual,41.959999084472656,-87.69999694824219,339
"Francisco Ave & Montrose Ave",member,41.959999084472656,-87.69999694824219,400
"Franklin St & Adams St (Temp)",casual,41.87943176920294,-87.63550307777011,3353
"Franklin St & Adams St (Temp)",member,41.87943250581463,-87.63549775228806,5620
"Franklin St & Chicago Ave",casual,41.89674719909212,-87.63566617690894,4685
"Franklin St & Chicago Ave",member,41.896746306603774,-87.63566673929138,9878
"Franklin St & Illinois St",casual,41.89102185112817,-87.63548254286084,5009
"Franklin St & Illinois St",member,41.89102180727551,-87.63548365163176,8137
"Franklin St & Jackson Blvd",casual,41.87770920473978,-87.63532297811382,5432
"Franklin St & Jackson Blvd",member,41.87770895949439,-87.63532669607581,10649
"Franklin St & Lake St",casual,41.8858355939663,-87.63550071716308,4340
"Franklin St & Lake St",member,41.88583820982066,-87.6354998852331,9151
"Franklin St & Monroe St",casual,41.88031736014444,-87.6351884850115,3258
"Franklin St & Monroe St",member,41.880317567365445,-87.63519068877265,9614
"Fullerton & Monitor",casual,41.91999816894531,-87.7699966430664,76
"Fullerton & Monitor",member,41.91999816894531,-87.7699966430664,62
"Glenwood Ave & Morse Ave",casual,42.007972573624734,-87.66550430164453,1487
"Glenwood Ave & Morse Ave",member,42.00797251941275,-87.66550424921375,2699
"Glenwood Ave & Touhy Ave",casual,42.012699227992115,-87.66606149440858,492
"Glenwood Ave & Touhy Ave",member,42.012699181115245,-87.66606142832617,1415
"Grand Ave & North Ave",casual,41.90999984741211,-87.7300033569336,2
"Green St & 103rd St",casual,41.709999084472656,-87.63999938964844,1
"Green St & Madison Ave*",casual,40.301381956856204,-84.34133105008107,53
"Green St & Madison Ave*",member,40.62788194667793,-85.02461900539741,167
"Green St & Madison St",casual,41.88189378093011,-87.64879452598352,7146
"Green St & Madison St",member,41.881892521214525,-87.64879994869035,14546
"Green St & Randolph St",casual,41.88318690273163,-87.64872667329271,2062
"Green St & Randolph St",member,41.883189274616534,-87.64872664487912,2994
"Green St & Randolph St*",casual,41.88360215938563,-87.64862829332607,4698
"Green St & Randolph St*",member,41.883602142333984,-87.64862823486328,4909
"Green St & Washington Blvd",casual,41.883182525634766,-87.64872741699219,1531
"Green St & Washington Blvd",member,41.883182525634766,-87.64872741699219,1789
"Greenview Ave & Diversey Pkwy",casual,41.93259020536269,-87.66593940425783,2814
"Greenview Ave & Diversey Pkwy",member,41.93259034487492,-87.66593922224621,3576
"Greenview Ave & Fullerton Ave",casual,41.925331856329954,-87.66580205968252,5022
"Greenview Ave & Fullerton Ave",member,41.925332012511134,-87.66580097234522,7410
"Greenview Ave & Jarvis Ave",casual,42.01596075665634,-87.6685724005235,904
"Greenview Ave & Jarvis Ave",member,42.01596104705134,-87.66857162399671,2211
"Greenwood Ave & 47th St",casual,41.809832922151976,-87.59938087920533,751
"Greenwood Ave & 47th St",member,41.809833456852665,-87.59938046379199,1039
"Greenwood Ave & 79th St",casual,41.75129318237305,-87.59754943847656,85
"Greenwood Ave & 79th St",member,41.75129318237305,-87.59754943847656,22
"Greenwood Ave & 91st St",casual,41.72826385498047,-87.59729766845703,85
"Greenwood Ave & 91st St",member,41.72826385498047,-87.59729766845703,9
"Greenwood Ave & 97th St",casual,41.71870588219684,-87.59703544948412,46
"Greenwood Ave & 97th St",member,41.71870422363281,-87.59703826904297,47
"Greenwood Ave & Lake Park Ave",casual,41.81999969482422,-87.5999984741211,11
"Greenwood Ave & Lake Park Ave",member,41.81999969482422,-87.5999984741211,9
"Hale Ave & 107th St",casual,41.6992073059082,-87.6689224243164,144
"Hale Ave & 107th St",member,41.699208286830356,-87.66892111642021,35
"Halsted & 63rd - Kennedy-King Vaccination Site",casual,41.779380798339844,-87.64462280273438,123
"Halsted & 63rd - Kennedy-King Vaccination Site",member,41.779380798339844,-87.64462280273438,76
"Halsted St & 104th St",casual,41.70514021528528,-87.64242537478184,47
"Halsted St & 104th St",member,41.70513916015625,-87.64242553710938,43
"Halsted St & 111th St",casual,41.69210206416615,-87.64242553710938,57
"Halsted St & 111th St",member,41.692034530639646,-87.64234771728516,30
"Halsted St & 18th St",casual,41.857505798339844,-87.64598846435547,1281
"Halsted St & 18th St",member,41.85750579305877,-87.64598848547978,2167
"Halsted St & 18th St (Temp)",casual,41.85837249755859,-87.64637705485026,15
"Halsted St & 18th St (Temp)",member,41.858381271362305,-87.64636993408203,62
"Halsted St & 21st St",casual,41.8537792409072,-87.64660624677806,807
"Halsted St & 21st St",member,41.85377924290459,-87.6466063271291,1162
"Halsted St & 35th St",casual,41.8306619062552,-87.64717072114816,892
"Halsted St & 35th St",member,41.83066358450206,-87.64716998924436,1561
"Halsted St & 37th St",casual,41.827061927924724,-87.64572114459538,236
"Halsted St & 37th St",member,41.82706069946289,-87.64572143554688,295
"Halsted St & 41st St",casual,41.81999969482422,-87.6500015258789,2
"Halsted St & 47th Pl",casual,41.80813217163086,-87.64561462402344,173
"Halsted St & 47th Pl",member,41.80813506235301,-87.6456154160021,289
"Halsted St & 51st St",casual,41.80183029174805,-87.64521026611328,151
"Halsted St & 51st St",member,41.80183029174805,-87.64521026611328,169
"Halsted St & 56th St",casual,41.792930603027344,-87.64498901367188,59
"Halsted St & 56th St",member,41.79293251037598,-87.64499001753957,38
"Halsted St & 59th St",casual,41.787540435791016,-87.6448745727539,53
"Halsted St & 59th St",member,41.787540435791016,-87.6448745727539,15
"Halsted St & 63rd St",casual,41.77948827328889,-87.64381873089334,23
"Halsted St & 63rd St",member,41.77951322283064,-87.64363207135882,14
"Halsted St & 64th St",casual,41.779998779296875,-87.63999938964844,2
"Halsted St & 64th St",member,41.779998779296875,-87.63999938964844,1
"Halsted St & 69th St",casual,41.76906204223633,-87.64461517333984,50
"Halsted St & 69th St",member,41.76906204223633,-87.64461517333984,38
"Halsted St & 73rd St",casual,41.76160430908203,-87.64415740966797,67
"Halsted St & 73rd St",member,41.76160430908203,-87.64415740966797,80
"Halsted St & 76th St",casual,41.7599983215332,-87.63999938964844,1
"Halsted St & 76th St",member,41.7599983215332,-87.63999938964844,2
"Halsted St & 78th St",casual,41.75248718261719,-87.64390563964844,120
"Halsted St & 78th St",member,41.75248718261719,-87.64390563964844,46
"Halsted St & 80th St",casual,41.75,-87.63999938964844,2
"Halsted St & 94th St",member,41.720001220703125,-87.63999938964844,1
"Halsted St & 95th St - SE",casual,41.720001220703125,-87.63999938964844,2
"Halsted St & 95th St - SW",casual,41.720001220703125,-87.63999938964844,3
"Halsted St & 95th St - SW",member,41.720001220703125,-87.63999938964844,1
"Halsted St & 96th St",casual,41.71971130371094,-87.64302062988281,92
"Halsted St & 96th St",member,41.71971164430891,-87.64301994868687,112
"Halsted St & Archer Ave",casual,41.847202494524524,-87.64679745660312,828
"Halsted St & Archer Ave",member,41.84720224064133,-87.64679727994074,1453
"Halsted St & Clybourn Ave",casual,41.909667617763844,-87.64812472275737,6282
"Halsted St & Clybourn Ave",member,41.90966727025385,-87.64812454468307,12348
"Halsted St & Dickens Ave",casual,41.91993717377279,-87.64882692273937,6106
"Halsted St & Dickens Ave",member,41.91993696291477,-87.64882729974649,9354
"Halsted St & Maxwell St",casual,41.86488347871046,-87.64707168243949,3278
"Halsted St & Maxwell St",member,41.864883537604925,-87.64707167704249,6715
"Halsted St & North Branch St",casual,41.899470798218445,-87.64861938307958,543
"Halsted St & North Branch St",member,41.899490180790266,-87.64863749486689,1151
"Halsted St & Polk St",casual,41.87184145426986,-87.64663720839094,2424
"Halsted St & Polk St",member,41.87184101281067,-87.64663998410106,12288
"Halsted St & Roosevelt Rd",casual,41.8673249636185,-87.64862837191828,1503
"Halsted St & Roosevelt Rd",member,41.86732529708955,-87.64862826242884,6089
"Halsted St & Roscoe St",casual,41.94366849344127,-87.64894873275537,8675
"Halsted St & Roscoe St",member,41.9436686242443,-87.64894863236714,10909
"Halsted St & Willow St",casual,41.91385793254256,-87.64875197424972,3314
"Halsted St & Willow St",member,41.91386432500004,-87.64875718755255,7619
"Halsted St & Wrightwood Ave",casual,41.929142065161386,-87.64907863867964,7416
"Halsted St & Wrightwood Ave",member,41.929142111857075,-87.6490785929714,11555
"Hamilton Ave & 95th St",member,41.720001220703125,-87.68000030517578,3
"Hamilton Park",casual,41.7599983215332,-87.63999938964844,1
"Hamlin Ave & 62nd Pl",casual,41.779998779296875,-87.72000122070312,55
"Hamlin Ave & 62nd Pl",member,41.779998779296875,-87.72000122070312,50
"Hamlin Ave & Chicago Ave",casual,41.900001525878906,-87.72000122070312,2
"Hamlin Ave & Chicago Ave",member,41.900001525878906,-87.72000122070312,3
"Hamlin Ave & Fullerton Ave",casual,41.91999816894531,-87.72000122070312,12
"Hamlin Ave & Fullerton Ave",member,41.91999816894531,-87.72000122070312,22
"Hamlin Ave & Grand Ave",casual,41.900001525878906,-87.72000122070312,8
"Hamlin Ave & Grand Ave",member,41.900001525878906,-87.72000122070312,1
"Hamlin Ave & Montrose Ave",casual,41.959999084472656,-87.72000122070312,7
"Hamlin Ave & Montrose Ave",member,41.959999084472656,-87.72000122070312,19
"Hampden Ct & Diversey Ave",casual,41.93000030517578,-87.63999938964844,961
"Hampden Ct & Diversey Ave",member,41.93000030517578,-87.63999938964844,1492
"Harding Ave & 26th St",casual,41.84000015258789,-87.72000122070312,68
"Harding Ave & 26th St",member,41.84000015258789,-87.72000122070312,78
"Harding Ave & 47th St",casual,41.810001373291016,-87.72000122070312,3
"Harding Ave & 47th St",member,41.810001373291016,-87.72000122070312,3
"Harlem & Irving Park",casual,41.95000076293945,-87.80999755859375,238
"Harlem & Irving Park",member,41.95000076293945,-87.80999755859375,82
"Harlem Ave & Grace St",casual,41.95000076293945,-87.80999755859375,28
"Harlem Ave & Grace St",member,41.95000076293945,-87.80999755859375,13
"Harold Washington Park",casual,41.79999923706055,-87.58000183105469,24
"Harold Washington Park",member,41.79999923706055,-87.58000183105469,18
"Harper Ave & 59th St",casual,41.78794125441847,-87.58831885765339,928
"Harper Ave & 59th St",member,41.78794100636342,-87.58831807238157,3904
"Harper Ave & 63rd St",casual,41.779998779296875,-87.58999633789062,2
"Harper Ave & 63rd St",member,41.779998779296875,-87.58999633789062,2
"Harriet E Sayre Public School",member,41.90999984741211,-87.80000305175781,5
"Harvard Ave & 103rd St",casual,41.709999084472656,-87.62999725341797,5
"Harvard Ave & 119th St",casual,41.68000030517578,-87.62999725341797,4
"Harvey Ave & North Ave",member,41.90999984741211,-87.77999877929688,3
"Hastings WH 2",member,41.86444854736328,-87.68240356445312,1
"Hegewisch Metra Station",casual,41.64850493608895,-87.54609292240467,59
"Hegewisch Metra Station",member,41.648502349853516,-87.54608917236328,14
"Hermitage Ave & Polk St",casual,41.87151342511725,-87.66988372802734,653
"Hermitage Ave & Polk St",member,41.87151404884126,-87.66988342338138,4608
"Hiawatha Park",casual,41.939998626708984,-87.83000183105469,5
"Hiawatha Park",member,41.939998626708984,-87.83000183105469,4
"Homan Ave & 111th St",casual,41.689998626708984,-87.70999908447266,5
"Homan Ave & 26th St",casual,41.84000015258789,-87.70999908447266,1
"Homan Ave & 65th St",casual,41.779998779296875,-87.70999908447266,84
"Homan Ave & 65th St",member,41.779998779296875,-87.70999908447266,10
"Homan Ave & Fillmore St",casual,41.869998931884766,-87.70999908447266,22
"Homan Ave & Fillmore St",member,41.869998931884766,-87.70999908447266,26
"Homewood Ave & 115th St",casual,41.684593200683594,-87.67070770263672,81
"Homewood Ave & 115th St",member,41.684593200683594,-87.67070770263672,85
"Homewood Ave & Monterey Ave",casual,41.689998626708984,-87.66999816894531,10
"Homewood Ave & Monterey Ave",member,41.689998626708984,-87.66999816894531,24
"Honore St & 87th St - SE",casual,41.7400016784668,-87.66999816894531,1
"Honore St & Division St",casual,41.90311829050027,-87.67393432576243,4472
"Honore St & Division St",member,41.903118328862476,-87.67393447256522,6035
"Houston Ave & 91st St",casual,41.72999954223633,-87.55000305175781,2
"Houston Ave & 91st St",member,41.72999954223633,-87.55000305175781,2
"Houston Ave & 92nd St",casual,41.72820281982422,-87.54969787597656,102
"Houston Ave & 92nd St",member,41.72820281982422,-87.54969787597656,49
"Hoyne Ave & 110th Pl",casual,41.689998626708984,-87.66999816894531,7
"Hoyne Ave & 110th Pl",member,41.689998626708984,-87.66999816894531,4
"Hoyne Ave & 34th St",casual,41.83000183105469,-87.68000030517578,42
"Hoyne Ave & 34th St",member,41.83000183105469,-87.68000030517578,21
"Hoyne Ave & 47th St",casual,41.8082275390625,-87.67717742919922,228
"Hoyne Ave & 47th St",member,41.8082275390625,-87.67717742919922,109
"Hoyne Ave & Balmoral Ave",casual,41.979850929202016,-87.68193046433932,786
"Hoyne Ave & Balmoral Ave",member,41.979851224994164,-87.68193060429607,1347
"Humboldt Blvd & Armitage Ave",casual,41.91751494468922,-87.70181277456355,2257
"Humboldt Blvd & Armitage Ave",member,41.91751486511102,-87.70181196870448,2381
"Hyde Park Blvd & 53rd St",casual,41.79999923706055,-87.58000183105469,22
"Hyde Park Blvd & 53rd St",member,41.79999923706055,-87.58000183105469,32
"Hyde Park Blvd & 55th St",casual,41.79999923706055,-87.58000183105469,49
"Hyde Park Blvd & 55th St",member,41.79999923706055,-87.58000183105469,67
"Indiana Ave & 103rd St",casual,41.70716857910156,-87.61846923828125,91
"Indiana Ave & 103rd St",member,41.70716857910156,-87.61846923828125,17
"Indiana Ave & 133rd St",casual,41.650001525878906,-87.62000274658203,7
"Indiana Ave & 26th St",casual,41.84568786621094,-87.62248229980469,800
"Indiana Ave & 26th St",member,41.84568804889335,-87.6224829343857,1587
"Indiana Ave & 31st St",casual,41.8388401667277,-87.62185651605779,660
"Indiana Ave & 31st St",member,41.838840203110905,-87.62185674419084,2927
"Indiana Ave & 40th St",casual,41.82167824348155,-87.62159486696956,233
"Indiana Ave & 40th St",member,41.821678475772636,-87.6215929816751,85
"Indiana Ave & Roosevelt Rd",casual,41.86788968653444,-87.62303928665821,11894
"Indiana Ave & Roosevelt Rd",member,41.867892192455855,-87.62303912472798,12434
"Ingleside Ave & 79th St",casual,41.75,-87.5999984741211,2
"Ingleside Ave & 79th St",member,41.75,-87.5999984741211,1
"James Madison School",casual,41.7599983215332,-87.58999633789062,1
"Jefferson St & Monroe St",casual,41.88031930459901,-87.64274393381405,2119
"Jefferson St & Monroe St",member,41.88031890564897,-87.64274383786125,5567
"Jeffery Blvd & 67th St",casual,41.77343834890446,-87.57720528186208,355
"Jeffery Blvd & 67th St",member,41.773491386131006,-87.57716804786965,135
"Jeffery Blvd & 71st St",casual,41.766639709472656,-87.57644653320312,291
"Jeffery Blvd & 71st St",member,41.76663946397234,-87.57644691089592,202
"Jeffery Blvd & 76th St",casual,41.757118225097656,-87.57583618164062,114
"Jeffery Blvd & 76th St",member,41.757118225097656,-87.57583618164062,55
"Jeffrey Blvd & 71st St",casual,41.77000045776367,-87.58000183105469,5
"Jonathan Y Scammon Public School",casual,41.939998626708984,-87.7300033569336,16
"Jonathan Y Scammon Public School",member,41.939998626708984,-87.7300033569336,1
"Justine St & 87th St",casual,41.7400016784668,-87.66000366210938,6
"Karlov Ave & Kamerling Ave",casual,41.90999984741211,-87.7300033569336,8
"Karlov Ave & Kamerling Ave",member,41.90999984741211,-87.7300033569336,2
"Karlov Ave & Madison St",casual,41.88085174560547,-87.7279052734375,85
"Karlov Ave & Madison St",member,41.88085174560547,-87.7279052734375,35
"Kedvale Ave & 63rd St",casual,41.779998779296875,-87.7300033569336,3
"Kedvale Ave & 63rd St",member,41.779998779296875,-87.7300033569336,1
"Kedvale Ave & Avondale Ave",casual,41.95000076293945,-87.7300033569336,10
"Kedvale Ave & Avondale Ave",member,41.95000076293945,-87.7300033569336,1
"Kedzie & 103rd St - East",casual,41.709999084472656,-87.69999694824219,1
"Kedzie & 103rd St - West",casual,41.709999084472656,-87.69999694824219,1
"Kedzie Ave & 104th St",casual,41.70000076293945,-87.69999694824219,25
"Kedzie Ave & 104th St",member,41.70000076293945,-87.69999694824219,2
"Kedzie Ave & 110th St",casual,41.6923942565918,-87.70095825195312,62
"Kedzie Ave & 110th St",member,41.6923942565918,-87.70095825195312,40
"Kedzie Ave & 21st St",casual,41.85353469848633,-87.70507049560547,280
"Kedzie Ave & 21st St",member,41.85353469848633,-87.70507049560547,145
"Kedzie Ave & 24th St",casual,41.84819035442329,-87.70541381835938,163
"Kedzie Ave & 24th St",member,41.84819030761719,-87.70541381835938,92
"Kedzie Ave & 45th St",casual,41.810001373291016,-87.69999694824219,91
"Kedzie Ave & 45th St",member,41.810001373291016,-87.69999694824219,7
"Kedzie Ave & 48th Pl",casual,41.79999923706055,-87.69999694824219,281
"Kedzie Ave & 48th Pl",member,41.79999923706055,-87.69999694824219,139
"Kedzie Ave & 52nd St",casual,41.79999923706055,-87.69999694824219,89
"Kedzie Ave & 52nd St",member,41.79999923706055,-87.69999694824219,31
"Kedzie Ave & 54th St - SE",casual,41.790000915527344,-87.69999694824219,22
"Kedzie Ave & 54th St - SE",member,41.790000915527344,-87.69999694824219,6
"Kedzie Ave & 54th St - SW",casual,41.79999923706055,-87.69999694824219,11
"Kedzie Ave & 54th St - SW",member,41.79999923706055,-87.69999694824219,13
"Kedzie Ave & 57th St",casual,41.790000915527344,-87.69999694824219,163
"Kedzie Ave & 57th St",member,41.790000915527344,-87.69999694824219,86
"Kedzie Ave & 58th St",casual,41.790000915527344,-87.69999694824219,18
"Kedzie Ave & 58th St",member,41.790000915527344,-87.69999694824219,7
"Kedzie Ave & 61st Pl",casual,41.779998779296875,-87.69999694824219,34
"Kedzie Ave & 61st Pl",member,41.779998779296875,-87.69999694824219,9
"Kedzie Ave & 63rd St",casual,41.779998779296875,-87.69999694824219,14
"Kedzie Ave & 63rd St",member,41.779998779296875,-87.69999694824219,7
"Kedzie Ave & 64th St - SE",casual,41.779998779296875,-87.69999694824219,2
"Kedzie Ave & 64th St - SW",casual,41.779998779296875,-87.69999694824219,11
"Kedzie Ave & 64th St - SW",member,41.779998779296875,-87.69999694824219,8
"Kedzie Ave & Archer Ave",casual,41.810001373291016,-87.69999694824219,12
"Kedzie Ave & Archer Ave",member,41.810001373291016,-87.69999694824219,1
"Kedzie Ave & Argyle St",member,41.970001220703125,-87.70999908447266,4
"Kedzie Ave & Bryn Mawr Ave",casual,41.98223107171165,-87.70888551789014,446
"Kedzie Ave & Bryn Mawr Ave",member,41.98223183311806,-87.70888514007251,578
"Kedzie Ave & Chicago Ave",casual,41.89546612213398,-87.70613076769072,464
"Kedzie Ave & Chicago Ave",member,41.89546591124384,-87.70613117131712,442
"Kedzie Ave & Foster Ave",casual,41.97567368958756,-87.70925903320312,543
"Kedzie Ave & Foster Ave",member,41.975674092555984,-87.70926122084313,558
