start_station_name,member_casual,start_lat,start_lng,total_trips
"Dearborn St & Erie St",casual,41.89403855016977,-87.62931933164873,8610
"Dearborn St & Erie St",member,41.894038782222154,-87.62931304295898,15553
"Dearborn St & Monroe St",casual,41.88111771489994,-87.62964923874267,5127
"Dearborn St & Monroe St",member,41.8811734436809,-87.62962250357721,11358
"Dearborn St & Van Buren St",casual,41.876252749776675,-87.62923898395586,2627
"Dearborn St & Van Buren St",member,41.876249916840706,-87.62923534376701,4134
"Delano Ct & Roosevelt Rd",casual,41.86749890283333,-87.63221570758209,2810
"Delano Ct & Roosevelt Rd",member,41.867494295483176,-87.63219824686706,3952
"Desplaines St & Jackson Blvd",casual,41.87810899314096,-87.64404635899123,2822
"Desplaines St & Jackson Blvd",member,41.878111450274105,-87.64403630920965,8134
"Desplaines St & Kinzie St",casual,41.888612077930304,-87.64448165185341,5925
"Desplaines St & Kinzie St",member,41.88867319830888,-87.64442759280583,13344
"Desplaines St & Randolph St",casual,41.88459976954852,-87.64453719971904,3661
"Desplaines St & Randolph St",member,41.88460316128819,-87.64453835756487,6857
"Divvy Valet - Oakwood Beach",casual,41.82443571090698,-87.59813594818115,8
"Divvy Valet - Oakwood Beach",member,41.824462890625,-87.59814453125,1
"Dodge Ave & Church St",casual,42.04795996434682,-87.69821593157278,367
"Dodge Ave & Church St",member,42.048313058537545,-87.69830532211193,556
"Dodge Ave & Main St",casual,42.034718809169455,-87.69916927554202,229
"Dodge Ave & Main St",member,42.034745419611696,-87.69916187348913,244
"Dodge Ave & Mulford St",casual,42.02352403112724,-87.69960664221122,177
"Dodge Ave & Mulford St",member,42.02352645091521,-87.69960424961188,195
"Dorchester Ave & 49th St",casual,41.80577988302526,-87.59246523655578,459
"Dorchester Ave & 49th St",member,41.80578118715531,-87.59246472823314,624
"Dorchester Ave & 63rd St",casual,41.78040974576708,-87.59140578793807,426
"Dorchester Ave & 63rd St",member,41.78103291158711,-87.5918211325621,273
"Doty Ave & 111th St",casual,41.69502154263583,-87.59871415968065,77
"Doty Ave & 111th St",member,41.69501622517904,-87.59871266682943,15
"Drake Ave & Addison St",casual,41.9473696814643,-87.71759947317618,540
"Drake Ave & Addison St",member,41.94735908221482,-87.71759602252702,665
"Drake Ave & Montrose Ave",casual,41.96115966990024,-87.71658888547229,474
"Drake Ave & Montrose Ave",member,41.961157582778135,-87.71658258737172,861
"Drexel Ave & 87th St",member,41.7400016784668,-87.5999984741211,1
"Dusable Harbor",casual,41.88697178391833,-87.61283008183274,13268
"Dusable Harbor",member,41.88698120878728,-87.61284616625365,4909
"DuSable Lake Shore Dr & Belmont Ave",casual,41.94075414248205,-87.63918882566321,9346
"DuSable Lake Shore Dr & Belmont Ave",member,41.94074948693072,-87.63919408153858,8895
"DuSable Lake Shore Dr & Diversey Pkwy",casual,41.932583947653384,-87.63643394541442,9533
"DuSable Lake Shore Dr & Diversey Pkwy",member,41.932578998936215,-87.63642735153861,11098
"DuSable Lake Shore Dr & Monroe St",casual,41.880984781824814,-87.61675639106451,30426
"DuSable Lake Shore Dr & Monroe St",member,41.88101543653028,-87.61680869695789,8892
"DuSable Lake Shore Dr & North Blvd",casual,41.911697913326826,-87.62683300906998,21939
"DuSable Lake Shore Dr & North Blvd",member,41.91172621230326,-87.62682548828283,15392
"DuSable Lake Shore Dr & Ohio St",casual,41.89255455358705,-87.61448008978545,67
"DuSable Lake Shore Dr & Ohio St",member,41.892563090604895,-87.61450002333697,170
"DuSable Lake Shore Dr & Wellington Ave",casual,41.936680169713576,-87.63683420219678,8344
"DuSable Lake Shore Dr & Wellington Ave",member,41.93669054577533,-87.63683069978309,9733
"DuSable Museum",casual,41.79155960083008,-87.60785068374082,415
"DuSable Museum",member,41.79172026448779,-87.60792175928752,576
"East End Ave & 87th St",casual,41.73680281639099,-87.58280801773071,48
"East End Ave & 87th St",member,41.73691539106698,-87.58271223923256,58
"Eastlake Ter & Howard St",casual,42.01919303621565,-87.66433102743966,56
"Eastlake Ter & Howard St",member,42.01919771009876,-87.6643128548899,124
"Eastlake Ter & Rogers Ave",casual,42.02081355858483,-87.66502111694741,602
"Eastlake Ter & Rogers Ave",member,42.02082609026341,-87.6650232893001,1231
"Eberhart Ave & 131st St",casual,41.662150038049575,-87.61267203473031,47
"Eberhart Ave & 131st St",member,41.65825653076172,-87.6107292175293,6
"Eberhart Ave & 61st St",casual,41.78409558627272,-87.61436086862199,193
"Eberhart Ave & 61st St",member,41.78410344441732,-87.6143809000651,150
"Eberhart Ave & 91st St",casual,41.73158706665039,-87.61306345621745,75
"Eberhart Ave & 91st St",member,41.72928353511926,-87.61115288011956,33
"Eckhart Park",casual,41.89638840583786,-87.66100120170688,3062
"Eckhart Park",member,41.89638664405264,-87.66100243139338,5352
"Eggleston Ave & 114th St",casual,41.689998626708984,-87.62999725341797,1
"Eggleston Ave & 69th St",casual,41.76889979511226,-87.63587027733479,109
"Eggleston Ave & 69th St",member,41.77312088012695,-87.63932141390714,22
"Eggleston Ave & 92nd St",casual,41.727695913875806,-87.63465776630477,51
"Eggleston Ave & 92nd St",member,41.72761154174805,-87.63485336303711,2
"Eli Whitney Public School",casual,41.84000015258789,-87.7300033569336,9
"Elizabeth (May) St & Fulton St",casual,41.88652066014213,-87.65829625956935,1418
"Elizabeth (May) St & Fulton St",member,41.886598835820735,-87.6582272302769,3128
"Elizabeth St & 47th St",casual,41.80839803944463,-87.6565289704696,46
"Elizabeth St & 47th St",member,41.80839784266585,-87.65653034792108,59
"Elizabeth St & 59th St",casual,41.78973286946614,-87.65470326741537,30
"Elizabeth St & 59th St",member,41.789828080397385,-87.6547123835637,13
"Elizabeth St & 92nd St",casual,41.726809333352485,-87.65429023293888,85
"Elizabeth St & 92nd St",member,41.72682398557663,-87.65430057048798,64
"Elizabeth St & Fulton St",casual,41.88672131347656,-87.65960021972656,250
"Elizabeth St & Fulton St",member,41.8867203264047,-87.65961134954793,755
"Ellis Ave & 132nd Pl",casual,41.65999984741211,-87.5999984741211,2
"Ellis Ave & 53rd St",casual,41.79934868861333,-87.60097002439102,1271
"Ellis Ave & 53rd St",member,41.799344619789025,-87.60096583568544,4010
"Ellis Ave & 55th St",casual,41.79429796070396,-87.60143953883005,3340
"Ellis Ave & 55th St",member,41.7943082549715,-87.60145377119908,13255
"Ellis Ave & 58th St",casual,41.78872875577396,-87.6013105136832,1552
"Ellis Ave & 58th St",member,41.78874883077744,-87.60133426273657,7161
"Ellis Ave & 60th St",casual,41.78510443560084,-87.60107448031879,4171
"Ellis Ave & 60th St",member,41.78510333786587,-87.60107717120599,17210
"Ellis Ave & 83rd St",casual,41.744124648150276,-87.59905233944164,85
"Ellis Ave & 83rd St",member,41.744131919665215,-87.59905595045824,39
"Elmwood Ave & Austin St",casual,42.025779419706346,-87.68410706936272,401
"Elmwood Ave & Austin St",member,42.02578155698922,-87.68410682354394,589
"Elston Ave & Cortland St",casual,41.91643327992985,-87.66673690308079,2909
"Elston Ave & Cortland St",member,41.91644281343508,-87.66675749520822,4962
"Elston Ave & George St",casual,41.93000030517578,-87.69000244140625,441
"Elston Ave & George St",member,41.93000030517578,-87.69000244140625,529
"Elston Ave & Henderson St",casual,41.939998626708984,-87.69999694824219,232
"Elston Ave & Henderson St",member,41.939998626708984,-87.69999694824219,248
"Elston Ave & Wabansia Ave",casual,41.9129830565408,-87.66418928223607,1284
"Elston Ave & Wabansia Ave",member,41.91292638401046,-87.66416719248357,1793
"Emerald Ave & 28th St",casual,41.84358095525547,-87.64540070697292,519
"Emerald Ave & 28th St",member,41.84358134888511,-87.64538801353396,2096
"Emerald Ave & 31st St",casual,41.838208288486065,-87.64513395272176,1177
"Emerald Ave & 31st St",member,41.83822807677538,-87.6451388702237,4905
"Emerald Ave & 43rd St",casual,41.81999969482422,-87.63999938964844,7
"Emerald Ave & 43rd St",member,41.81999969482422,-87.64500045776367,2
"Emerald Ave & 45th St",member,41.810001373291016,-87.6433334350586,3
"Evans Ave & 63rd St",member,41.779998779296875,-87.61000061035156,4
"Evans Ave & 75th St",casual,41.75849850972494,-87.60642178853352,60
"Evans Ave & 75th St",member,41.758496574119285,-87.60642304597077,135
"Evanston Civic Center",casual,42.057036542462875,-87.68656957128026,555
"Evanston Civic Center",member,42.057038250423616,-87.6865660349528,672
"Ewing Ave & 101st St",casual,41.709999084472656,-87.54000091552734,1
"Ewing Ave & 101st St",member,41.709999084472656,-87.54000091552734,1
"Ewing Ave & 105th St",casual,41.70000076293945,-87.54000091552734,2
"Ewing Ave & 105th St",member,41.70000076293945,-87.54000091552734,2
"Ewing Ave & 106th St",casual,41.70000076293945,-87.54000091552734,1
"Ewing Ave & 106th St",member,41.70000076293945,-87.53499984741211,2
"Ewing Ave & 112th St",casual,41.689998626708984,-87.53499984741211,2
"Ewing Ave & 96th St",casual,41.720001220703125,-87.54000091552734,3
"Ewing Ave & 96th St",member,41.720001220703125,-87.54000091552734,1
"Ewing Ave & 99th St",casual,41.720001220703125,-87.54000091552734,1
"Ewing Ave & Burnham Greenway",casual,41.7148620898907,-87.53819891122671,52
"Ewing Ave & Burnham Greenway",member,41.712744084800164,-87.5347984127882,41
"Ewing Ave & Indianapolis Ave",casual,41.709999084472656,-87.54000091552734,2
"Exchange Ave & 79th St",casual,41.75172366890856,-87.55281436058783,93
"Exchange Ave & 79th St",member,41.75172241481803,-87.55281179755397,169
"Fairbanks Ct & Grand Ave",casual,41.89189839717802,-87.6206397432502,7461
"Fairbanks Ct & Grand Ave",member,41.891881122202726,-87.6206158927791,10860
"Fairbanks St & Superior St",casual,41.89576092073359,-87.6201215264623,2423
"Fairbanks St & Superior St",member,41.89576343735614,-87.62012285663495,5227
"Fairfield Ave & 44th St",casual,41.810001373291016,-87.69000244140625,54
"Fairfield Ave & 44th St",member,41.810001373291016,-87.69000244140625,18
"Fairfield Ave & Roosevelt Rd",casual,41.866632719747884,-87.69451914291714,229
"Fairfield Ave & Roosevelt Rd",member,41.866635211678435,-87.69451966396598,258
"Federal St & Polk St",casual,41.87209302396929,-87.62957102956736,6217
"Federal St & Polk St",member,41.872095985772475,-87.62957383209805,10600
"Field Blvd & South Water St",casual,41.88623231960257,-87.6175066784861,5503
"Field Blvd & South Water St",member,41.88628009924964,-87.61750390429401,5804
"Field Museum",casual,41.865324766066124,-87.61793528244833,6896
"Field Museum",member,41.86530949097776,-87.61792505379567,1671
"Financial Pl & Ida B Wells Dr",casual,41.87505144876244,-87.6331177949428,2497
"Financial Pl & Ida B Wells Dr",member,41.87501839687536,-87.63309583428142,5824
"Forrestville Ave & 47th St",member,41.810001373291016,-87.61000061035156,3
"Fort Dearborn Dr & 31st St",casual,41.838555940721236,-87.6082013834747,4012
"Fort Dearborn Dr & 31st St",member,41.83853527336102,-87.60822382780832,4086
"Francisco Ave & 47th St",casual,41.810001373291016,-87.69999694824219,100
"Francisco Ave & 47th St",member,41.810001373291016,-87.69999694824219,22
"Francisco Ave & Bloomingdale Ave",casual,41.90999984741211,-87.69999694824219,248
"Francisco Ave & Bloomingdale Ave",member,41.90999984741211,-87.69999694824219,399
"Francisco Ave & Foster Ave",casual,41.9756435166544,-87.70142515951129,670
"Francisco Ave & Foster Ave",member,41.97564137032981,-87.70142460277519,1402
"Francisco Ave & Hollywood Ave",casual,41.97999954223633,-87.69999694824219,38
"Francisco Ave & Hollywood Ave",member,41.97999954223633,-87.69999694824219,21
"Francisco Ave & Montrose Ave",casual,41.959999084472656,-87.69999694824219,353
"Francisco Ave & Montrose Ave",member,41.959999084472656,-87.69999694824219,444
"Franklin St & Adams St (Temp)",casual,41.8792817380008,-87.63551281227231,2938
"Franklin St & Adams St (Temp)",member,41.879293581117786,-87.63551041210604,6009
"Franklin St & Chicago Ave",casual,41.896774372358,-87.63571798284785,4984
"Franklin St & Chicago Ave",member,41.89677056660595,-87.63570336548483,10251
"Franklin St & Illinois St",casual,41.8910267789272,-87.63546097080315,4930
"Franklin St & Illinois St",member,41.89102758006034,-87.63545474247128,8469
"Franklin St & Jackson Blvd",casual,41.877748069314855,-87.63528445111773,5871
"Franklin St & Jackson Blvd",member,41.877737467692654,-87.63528145317198,9934
"Franklin St & Lake St",casual,41.88583703454313,-87.63550777564508,4281
"Franklin St & Lake St",member,41.885819658496715,-87.63547011672394,9875
"Franklin St & Monroe St",casual,41.88015793769886,-87.63531681801729,3537
"Franklin St & Monroe St",member,41.88018083222653,-87.63530111988382,9953
"Fullerton & Monitor",casual,41.91999816894531,-87.7699966430664,74
"Fullerton & Monitor",member,41.91999816894531,-87.7699966430664,50
"Glenwood Ave & Morse Ave",casual,42.007964323264495,-87.66547752498438,1357
"Glenwood Ave & Morse Ave",member,42.0079688739173,-87.665487060064,2528
"Glenwood Ave & Touhy Ave",casual,42.01275052716655,-87.66604040822675,620
"Glenwood Ave & Touhy Ave",member,42.012721347808835,-87.6660519681658,1400
"Grand Ave & North Ave",casual,41.90999984741211,-87.73250198364258,4
"Green St & 103rd St",casual,41.709999084472656,-87.63999938964844,1
"Green St & Madison Ave*",casual,41.88183601697286,-87.6488431294759,48
"Green St & Madison Ave*",member,41.881841357161356,-87.64885027815656,164
"Green St & Madison St",casual,41.88187713363013,-87.64881391154721,7335
"Green St & Madison St",member,41.88188489324989,-87.64881733268868,13576
"Green St & Randolph St",casual,41.88322177552489,-87.64877430262761,1802
"Green St & Randolph St",member,41.88322041240124,-87.64874999143436,3064
"Green St & Randolph St*",casual,41.8835937760093,-87.64858345174977,4048
"Green St & Randolph St*",member,41.88359458026225,-87.6485890764831,4873
"Green St & Washington Blvd",casual,41.883195510932374,-87.64875286533719,1344
"Green St & Washington Blvd",member,41.88321158704202,-87.64874848335847,1784
"Greenview Ave & Diversey Pkwy",casual,41.93261515698438,-87.66595796615005,2741
"Greenview Ave & Diversey Pkwy",member,41.932608426205164,-87.6659529952169,3751
"Greenview Ave & Fullerton Ave",casual,41.92536949447652,-87.66581700620428,4526
"Greenview Ave & Fullerton Ave",member,41.92536609610022,-87.66581676689904,7122
"Greenview Ave & Jarvis Ave",casual,42.015969678688954,-87.66859788216686,1055
"Greenview Ave & Jarvis Ave",member,42.01596628459545,-87.66858454961485,2158
"Greenwood Ave & 47th St",casual,41.80982012010309,-87.59935349992567,762
"Greenwood Ave & 47th St",member,41.80982316080729,-87.59936228434245,1125
"Greenwood Ave & 79th St",casual,41.75129508972168,-87.59753251075745,64
"Greenwood Ave & 79th St",member,41.751304626464844,-87.59751410233348,19
"Greenwood Ave & 87th St",casual,41.7400016784668,-87.5999984741211,1
"Greenwood Ave & 91st St",casual,41.72842799915987,-87.59728319504681,68
"Greenwood Ave & 91st St",member,41.72845186505999,-87.59729766845703,7
"Greenwood Ave & 97th St",casual,41.71871448698498,-87.59701192946662,42
"Greenwood Ave & 97th St",member,41.71872619628906,-87.59699768066406,50
"Greenwood Ave & Lake Park Ave",casual,41.81999969482422,-87.5999984741211,7
"Greenwood Ave & Lake Park Ave",member,41.81999969482422,-87.5999984741211,6
"Hale Ave & 107th St",casual,41.69921126455631,-87.66890263107588,106
"Hale Ave & 107th St",member,41.699208032517205,-87.66889935448056,42
"Hale Ave & 111th St",casual,41.689998626708984,-87.66999816894531,1
"Hale Ave & 111th St",member,41.689998626708984,-87.66999816894531,1
"Halsted & 63rd - Kennedy-King Vaccination Site",casual,41.77991667150814,-87.64476249817221,187
"Halsted & 63rd - Kennedy-King Vaccination Site",member,41.779388427734375,-87.64465448716108,85
"Halsted St & 102nd St",casual,41.709999084472656,-87.63999938964844,1
"Halsted St & 102nd St",member,41.709999084472656,-87.63999938964844,1
"Halsted St & 104th St",casual,41.70515901071054,-87.64242440682871,54
"Halsted St & 104th St",member,41.70515094333225,-87.64242841932509,45
"Halsted St & 111th St",casual,41.69665081096145,-87.64243892453752,53
"Halsted St & 111th St",member,41.69212104534281,-87.64247552279768,29
"Halsted St & 18th St",casual,41.85745834427135,-87.64606956175737,1196
"Halsted St & 18th St",member,41.85752432782591,-87.64601918614292,2279
"Halsted St & 18th St (Temp)",casual,41.85838381449381,-87.64634068806966,12
"Halsted St & 18th St (Temp)",member,41.85837846920814,-87.64637134693287,81
"Halsted St & 21st St",casual,41.85378979643186,-87.6465876897176,768
"Halsted St & 21st St",member,41.85387057248597,-87.64661001561412,1077
"Halsted St & 35th St",casual,41.83066842281457,-87.64714252818715,825
"Halsted St & 35th St",member,41.83066795031032,-87.6471468694624,1607
"Halsted St & 37th St",casual,41.8270866394043,-87.64572101939808,220
"Halsted St & 37th St",member,41.82707215912488,-87.64572143554688,245
"Halsted St & 41st St",casual,41.81999969482422,-87.6500015258789,2
"Halsted St & 47th Pl",casual,41.80872357996498,-87.64630342809166,205
"Halsted St & 47th Pl",member,41.80866279909688,-87.64618768999654,248
"Halsted St & 51st St",casual,41.801821773492016,-87.64521382155928,103
"Halsted St & 51st St",member,41.80181170841835,-87.64521849222024,179
"Halsted St & 56th St",casual,41.79294857913501,-87.64499497087034,73
"Halsted St & 56th St",member,41.794826969955906,-87.64431577740294,33
"Halsted St & 59th St",casual,41.78755283355713,-87.64487526633523,44
"Halsted St & 59th St",member,41.78754636976454,-87.64487414889865,18
"Halsted St & 63rd St",casual,41.77941276913597,-87.64440663655598,21
"Halsted St & 63rd St",member,41.77946272350493,-87.64401099795387,21
"Halsted St & 64th St",casual,41.779998779296875,-87.63999938964844,1
"Halsted St & 69th St",casual,41.769059371948245,-87.64461364746094,50
"Halsted St & 69th St",member,41.769059694730316,-87.64461165208083,26
"Halsted St & 73rd St",casual,41.76162653120737,-87.6441162351578,63
"Halsted St & 73rd St",member,41.761642550244744,-87.64409562099127,81
"Halsted St & 76th St",casual,41.7599983215332,-87.63999938964844,2
"Halsted St & 76th St",member,41.7599983215332,-87.63999938964844,2
"Halsted St & 78th St",casual,41.75250663413658,-87.64382260984128,111
"Halsted St & 78th St",member,41.75250970749628,-87.64375432332356,42
"Halsted St & 80th St",casual,41.75,-87.63999938964844,3
"Halsted St & 95th St - SE",casual,41.720001220703125,-87.63999938964844,1
"Halsted St & 95th St - SW",casual,41.720001220703125,-87.63999938964844,2
"Halsted St & 95th St - SW",member,41.720001220703125,-87.63999938964844,1
"Halsted St & 96th St",casual,41.72064661717677,-87.64363475422283,91
"Halsted St & 96th St",member,41.719666983335074,-87.64297176681401,131
"Halsted St & Archer Ave",casual,41.847238056580146,-87.64685714305111,989
"Halsted St & Archer Ave",member,41.847087594421026,-87.64678904178206,1364
"Halsted St & Clybourn Ave",casual,41.90964574605702,-87.6481226150962,6827
"Halsted St & Clybourn Ave",member,41.90964738240934,-87.64812942249401,12184
"Halsted St & Dickens Ave",casual,41.919896273415326,-87.64884835203695,6176
"Halsted St & Dickens Ave",member,41.91994681106927,-87.64883550765524,9066
"Halsted St & Maxwell St",casual,41.86486779879979,-87.6470788436822,3154
"Halsted St & Maxwell St",member,41.86488051644274,-87.64708234164145,6682
"Halsted St & North Branch St",casual,41.899460743495396,-87.64864813668387,700
"Halsted St & North Branch St",member,41.899437135214406,-87.64857878696928,1199
"Halsted St & Polk St",casual,41.87182710098159,-87.64663937201638,2562
"Halsted St & Polk St",member,41.87183076394449,-87.64663409051154,11841
"Halsted St & Roosevelt Rd",casual,41.867361664625406,-87.64863545135086,1626
"Halsted St & Roosevelt Rd",member,41.86735035879313,-87.64863356584608,5726
"Halsted St & Roscoe St",casual,41.94365530078134,-87.64895071869202,8481
"Halsted St & Roscoe St",member,41.94366761663655,-87.64893897775761,10932
"Halsted St & Willow St",casual,41.91385601984204,-87.64877916594446,3403
"Halsted St & Willow St",member,41.913859548242066,-87.64877577818156,7503
"Halsted St & Wrightwood Ave",casual,41.92913866204226,-87.64911020852573,7694
"Halsted St & Wrightwood Ave",member,41.929146918888726,-87.64910104635452,11283
"Hamilton Ave & 95th St",casual,41.720001220703125,-87.68000030517578,1
"Hamlin Ave & 62nd Pl",casual,41.779998779296875,-87.72000122070312,69
"Hamlin Ave & 62nd Pl",member,41.779998779296875,-87.72000122070312,34
"Hamlin Ave & Chicago Ave",casual,41.900001525878906,-87.72000122070312,1
"Hamlin Ave & Chicago Ave",member,41.900001525878906,-87.72000122070312,3
"Hamlin Ave & Fullerton Ave",casual,41.92052459716797,-87.72000122070312,19
"Hamlin Ave & Fullerton Ave",member,41.921302795410156,-87.72000122070312,23
"Hamlin Ave & Grand Ave",casual,41.900001525878906,-87.72000122070312,6
"Hamlin Ave & Grand Ave",member,41.900001525878906,-87.72000122070312,1
"Hamlin Ave & Montrose Ave",casual,41.959999084472656,-87.72000122070312,15
"Hamlin Ave & Montrose Ave",member,41.959999084472656,-87.72000122070312,25
"Hampden Ct & Diversey Ave",casual,41.93000030517578,-87.63999938964844,942
"Hampden Ct & Diversey Ave",member,41.93000030517578,-87.63999938964844,1556
"Harding Ave & 26th St",casual,41.84000015258789,-87.72000122070312,105
"Harding Ave & 26th St",member,41.84000015258789,-87.72000122070312,73
"Harding Ave & 47th St",casual,41.810001373291016,-87.72000122070312,3
"Harding Ave & 47th St",member,41.810001373291016,-87.72000122070312,4
"Harlem & Irving Park",casual,41.95000076293945,-87.80999755859375,254
"Harlem & Irving Park",member,41.95000076293945,-87.80999755859375,96
"Harlem Ave & Grace St",casual,41.95000076293945,-87.80999755859375,37
"Harlem Ave & Grace St",member,41.95000076293945,-87.80999755859375,18
"Harold Washington Park",casual,41.79999923706055,-87.58000183105469,23
"Harold Washington Park",member,41.79999923706055,-87.58041826883952,24
"Harper Ave & 59th St",casual,41.78795436203603,-87.58832246768549,966
"Harper Ave & 59th St",member,41.787941239319316,-87.58831106179062,3898
"Harper Ave & 63rd St",casual,41.779998779296875,-87.58999633789062,1
"Harper Ave & 63rd St",member,41.779998779296875,-87.58999633789062,4
"Harriet E Sayre Public School",casual,41.90999984741211,-87.80000305175781,4
"Harriet E Sayre Public School",member,41.90999984741211,-87.80000305175781,1
"Harvard Ave & 103rd St",casual,41.709999084472656,-87.62999725341797,2
"Hastings WH 2",member,41.863094329833984,-87.67972564697266,1
"Hegewisch Metra Station",casual,41.64851841926575,-87.54611396789551,80
"Hegewisch Metra Station",member,41.64852158919625,-87.54611803137738,23
"Hermitage Ave & Polk St",casual,41.87151512944742,-87.66989515834767,831
"Hermitage Ave & Polk St",member,41.87151466505647,-87.66989616399343,4319
"Hiawatha Park",casual,41.939998626708984,-87.83000183105469,3
"Hiawatha Park",member,41.939998626708984,-87.83000183105469,1
"Homan Ave & 111th St",casual,41.689998626708984,-87.70999908447266,3
"Homan Ave & 65th St",casual,41.779998779296875,-87.70999908447266,66
"Homan Ave & 65th St",member,41.779998779296875,-87.70999908447266,9
"Homan Ave & Fillmore St",casual,41.869998931884766,-87.70999908447266,19
"Homan Ave & Fillmore St",member,41.869998931884766,-87.70999908447266,37
"Homewood Ave & 115th St",casual,41.68607801198959,-87.67135667800903,64
"Homewood Ave & 115th St",member,41.68459746797206,-87.67076110839844,59
"Homewood Ave & Monterey Ave",casual,41.689998626708984,-87.66999816894531,15
"Homewood Ave & Monterey Ave",member,41.689998626708984,-87.66999816894531,18
"Honore St & Division St",casual,41.90312811136781,-87.67389396321468,4454
"Honore St & Division St",member,41.90312674018336,-87.67390101322104,5867
"Houston Ave & 91st St",casual,41.72999954223633,-87.55000305175781,3
"Houston Ave & 92nd St",casual,41.728252620872006,-87.54969325634318,109
"Houston Ave & 92nd St",member,41.72820574172,-87.54964593116273,47
"Hoyne Ave & 110th Pl",casual,41.689998626708984,-87.66999816894531,6
"Hoyne Ave & 110th Pl",member,41.689998626708984,-87.66999816894531,2
"Hoyne Ave & 34th St",casual,41.83000183105469,-87.68000030517578,44
"Hoyne Ave & 34th St",member,41.83000183105469,-87.68000030517578,28
"Hoyne Ave & 47th St",casual,41.80822139316135,-87.67718948980774,198
"Hoyne Ave & 47th St",member,41.808226978077606,-87.67719380995807,68
"Hoyne Ave & Balmoral Ave",casual,41.979878232972474,-87.68194621675815,807
"Hoyne Ave & Balmoral Ave",member,41.97987448017916,-87.68194352503507,1284
"Humboldt Blvd & Armitage Ave",casual,41.917521071760625,-87.70181628407181,2263
"Humboldt Blvd & Armitage Ave",member,41.91752527771513,-87.70181726622036,2362
"Hyde Park Blvd & 53rd St",casual,41.79999923706055,-87.58062648773193,32
"Hyde Park Blvd & 53rd St",member,41.79999923706055,-87.58096904139364,31
"Hyde Park Blvd & 55th St",casual,41.798094794863744,-87.58166758219402,42
"Hyde Park Blvd & 55th St",member,41.79927208640358,-87.58200073242188,55
"Indiana Ave & 103rd St",casual,41.707170720685994,-87.61841656868918,114
"Indiana Ave & 103rd St",member,41.70717225251374,-87.61842063621238,27
"Indiana Ave & 133rd St",casual,41.650001525878906,-87.62000274658203,6
"Indiana Ave & 26th St",casual,41.845691533209646,-87.62250511668553,749
"Indiana Ave & 26th St",member,41.84566458242911,-87.62253004945354,1620
"Indiana Ave & 31st St",casual,41.83882180422934,-87.62186080866178,689
"Indiana Ave & 31st St",member,41.83882392462206,-87.62185916632546,2917
"Indiana Ave & 40th St",casual,41.82167750994365,-87.62153085072835,240
"Indiana Ave & 40th St",member,41.821681007506356,-87.62150543455094,126
"Indiana Ave & Roosevelt Rd",casual,41.86790631286357,-87.623039124714,12685
"Indiana Ave & Roosevelt Rd",member,41.86791110891998,-87.62304891796494,12686
"Ingleside Ave & 79th St",casual,41.75,-87.5999984741211,2
"Ingleside Ave & 79th St",member,41.75,-87.5999984741211,2
"Jefferson St & Monroe St",casual,41.88033204530683,-87.64273472621699,2247
"Jefferson St & Monroe St",member,41.88032746969901,-87.64273592942541,5388
"Jeffery Blvd & 67th St",casual,41.77342379418879,-87.57729760675483,366
"Jeffery Blvd & 67th St",member,41.77346573453961,-87.57730530247544,132
"Jeffery Blvd & 71st St",casual,41.76662988865629,-87.57644616796615,188
"Jeffery Blvd & 71st St",member,41.766632184304825,-87.57644474050386,183
"Jeffery Blvd & 76th St",casual,41.7563129059256,-87.577283885381,73
"Jeffery Blvd & 76th St",member,41.75712305185746,-87.57584412243901,49
"Jeffery Blvd & 83rd St",casual,41.7400016784668,-87.58000183105469,2
"Jeffrey Blvd & 71st St",casual,41.77000045776367,-87.58000183105469,1
"Jeffrey Blvd & 71st St",member,41.77000045776367,-87.58000183105469,1
"Jonathan Y Scammon Public School",casual,41.939998626708984,-87.7300033569336,14
"Jonathan Y Scammon Public School",member,41.939998626708984,-87.7300033569336,3
"Justine St & 87th St",casual,41.7400016784668,-87.66000366210938,4
"Justine St & 87th St",member,41.7400016784668,-87.66000366210938,1
"Karlov Ave & Kamerling Ave",casual,41.90999984741211,-87.7300033569336,2
"Karlov Ave & Kamerling Ave",member,41.90999984741211,-87.7300033569336,6
"Karlov Ave & Madison St",casual,41.88171980810947,-87.72759396912622,61
"Karlov Ave & Madison St",member,41.882414962306164,-87.7253408720999,33
"Karlov Ave & Milwaukee Ave",member,41.939998626708984,-87.7300033569336,2
"Kedvale Ave & 63rd St",casual,41.779998779296875,-87.7280029296875,5
"Kedvale Ave & 63rd St",member,41.779998779296875,-87.7300033569336,1
"Kedvale Ave & Avondale Ave",casual,41.95000076293945,-87.7300033569336,2
"Kedvale Ave & Avondale Ave",member,41.95000076293945,-87.7300033569336,4
"Kedzie & 103rd St - East",casual,41.709999084472656,-87.69999694824219,1
"Kedzie Ave & 104th St",casual,41.70000076293945,-87.69999694824219,36
"Kedzie Ave & 104th St",member,41.70000076293945,-87.69999694824219,2
"Kedzie Ave & 110th St",casual,41.69239117117489,-87.70095712998334,68
"Kedzie Ave & 110th St",member,41.6923916257661,-87.70095088564116,29
"Kedzie Ave & 21st St",casual,41.85408731766077,-87.70501263110668,231
"Kedzie Ave & 21st St",member,41.85354134176864,-87.70506686256046,147
"Kedzie Ave & 24th St",casual,41.848203189556415,-87.70543142465445,130
